datetime,machineID,comp,fail_flag,next_replace_time,time_between_maintenance,model,age
2014-07-01T06:00:00.000000,50,comp2,1,2015-04-30T06:00:00.000000,303,model4,4
2014-08-30T06:00:00.000000,50,comp3,0,2015-02-14T06:00:00.000000,168,model4,4
2014-09-14T06:00:00.000000,50,comp4,0,2015-01-30T06:00:00.000000,138,model4,4
2014-10-29T06:00:00.000000,50,comp1,1,2015-01-30T06:00:00.000000,93,model4,4
2015-01-30T06:00:00.000000,50,comp1,0,2015-03-16T06:00:00.000000,45,model4,4
2015-01-30T06:00:00.000000,50,comp4,0,2015-03-01T06:00:00.000000,30,model4,4
2015-02-14T06:00:00.000000,50,comp3,0,2015-04-30T06:00:00.000000,75,model4,4
2015-03-01T06:00:00.000000,50,comp4,0,2015-03-16T06:00:00.000000,15,model4,4
2015-03-16T06:00:00.000000,50,comp4,0,2015-03-31T06:00:00.000000,15,model4,4
2015-03-16T06:00:00.000000,50,comp1,0,2015-08-13T06:00:00.000000,150,model4,4
2015-03-31T06:00:00.000000,50,comp4,0,2015-05-15T06:00:00.000000,45,model4,4
2015-04-30T06:00:00.000000,50,comp2,0,2015-05-15T06:00:00.000000,15,model4,4
2015-04-30T06:00:00.000000,50,comp3,0,2015-07-14T06:00:00.000000,75,model4,4
2015-05-15T06:00:00.000000,50,comp4,0,2015-05-30T06:00:00.000000,15,model4,4
2015-05-15T06:00:00.000000,50,comp2,0,2015-05-30T06:00:00.000000,15,model4,4
2015-05-30T06:00:00.000000,50,comp2,0,2015-06-14T06:00:00.000000,15,model4,4
2015-05-30T06:00:00.000000,50,comp4,0,2015-06-29T06:00:00.000000,30,model4,4
2015-06-14T06:00:00.000000,50,comp2,1,2015-09-12T06:00:00.000000,90,model4,4
2015-06-29T06:00:00.000000,50,comp4,0,2015-11-11T06:00:00.000000,135,model4,4
2015-07-14T06:00:00.000000,50,comp3,0,2015-07-29T06:00:00.000000,15,model4,4
2015-07-29T06:00:00.000000,50,comp3,0,2015-08-28T06:00:00.000000,30,model4,4
2015-08-13T06:00:00.000000,50,comp1,0,2015-08-28T06:00:00.000000,15,model4,4
2015-08-28T06:00:00.000000,50,comp1,0,2015-09-27T06:00:00.000000,30,model4,4
2015-08-28T06:00:00.000000,50,comp3,0,2015-10-12T06:00:00.000000,45,model4,4
2015-09-12T06:00:00.000000,50,comp2,1,2015-10-12T06:00:00.000000,30,model4,4
2015-10-12T06:00:00.000000,50,comp3,0,2015-11-26T06:00:00.000000,45,model4,4
2015-11-26T06:00:00.000000,50,comp3,0,2015-12-11T06:00:00.000000,15,model4,4
2014-06-16T06:00:00.000000,51,comp2,1,2015-04-01T06:00:00.000000,289,model4,19
2014-09-14T06:00:00.000000,51,comp1,0,2015-01-01T06:00:00.000000,109,model4,19
2014-10-14T06:00:00.000000,51,comp4,1,2015-03-02T06:00:00.000000,139,model4,19
2014-11-28T06:00:00.000000,51,comp3,0,2015-01-01T06:00:00.000000,34,model4,19
2015-01-01T06:00:00.000000,51,comp1,0,2015-01-16T06:00:00.000000,15,model4,19
2015-01-01T06:00:00.000000,51,comp3,0,2015-01-31T06:00:00.000000,30,model4,19
2015-01-16T06:00:00.000000,51,comp1,0,2015-05-01T06:00:00.000000,105,model4,19
2015-01-31T06:00:00.000000,51,comp3,0,2015-03-17T06:00:00.000000,45,model4,19
2015-03-02T06:00:00.000000,51,comp4,1,2015-07-15T06:00:00.000000,135,model4,19
2015-03-17T06:00:00.000000,51,comp3,0,2015-05-16T06:00:00.000000,60,model4,19
2015-04-01T06:00:00.000000,51,comp2,0,2015-04-16T06:00:00.000000,15,model4,19
2015-04-16T06:00:00.000000,51,comp2,1,2015-05-31T06:00:00.000000,45,model4,19
2015-05-01T06:00:00.000000,51,comp1,0,2015-06-15T06:00:00.000000,45,model4,19
2015-05-16T06:00:00.000000,51,comp3,0,2015-08-29T06:00:00.000000,105,model4,19
2015-05-31T06:00:00.000000,51,comp2,1,2015-06-30T06:00:00.000000,30,model4,19
2015-06-15T06:00:00.000000,51,comp1,0,2015-06-30T06:00:00.000000,15,model4,19
2015-06-30T06:00:00.000000,51,comp2,0,2015-07-30T06:00:00.000000,30,model4,19
2015-06-30T06:00:00.000000,51,comp1,0,2015-10-28T06:00:00.000000,120,model4,19
2015-07-15T06:00:00.000000,51,comp4,1,2015-09-28T06:00:00.000000,75,model4,19
2015-07-30T06:00:00.000000,51,comp2,0,2015-08-14T06:00:00.000000,15,model4,19
2015-08-14T06:00:00.000000,51,comp2,1,2015-09-13T06:00:00.000000,30,model4,19
2015-08-29T06:00:00.000000,51,comp3,0,2015-11-12T06:00:00.000000,75,model4,19
2015-09-13T06:00:00.000000,51,comp2,1,2015-12-12T06:00:00.000000,90,model4,19
2015-09-28T06:00:00.000000,51,comp4,0,2015-10-13T06:00:00.000000,15,model4,19
2015-10-13T06:00:00.000000,51,comp4,1,2015-11-27T06:00:00.000000,45,model4,19
2015-11-27T06:00:00.000000,51,comp4,0,2015-12-12T06:00:00.000000,15,model4,19
2015-12-12T06:00:00.000000,51,comp4,0,2015-12-27T06:00:00.000000,15,model4,19
2014-06-01T06:00:00.000000,52,comp2,1,2015-01-19T06:00:00.000000,232,model3,14
2014-10-29T06:00:00.000000,52,comp3,0,2015-02-03T06:00:00.000000,97,model3,14
2014-11-13T06:00:00.000000,52,comp4,1,2015-01-19T06:00:00.000000,67,model3,14
2014-11-28T06:00:00.000000,52,comp1,0,2015-03-20T06:00:00.000000,112,model3,14
2015-01-19T06:00:00.000000,52,comp4,0,2015-02-18T06:00:00.000000,30,model3,14
2015-01-19T06:00:00.000000,52,comp2,0,2015-03-05T06:00:00.000000,45,model3,14
2015-02-03T06:00:00.000000,52,comp3,0,2015-02-18T06:00:00.000000,15,model3,14
2015-02-18T06:00:00.000000,52,comp3,0,2015-04-04T06:00:00.000000,45,model3,14
2015-02-18T06:00:00.000000,52,comp4,1,2015-07-18T06:00:00.000000,150,model3,14
2015-03-05T06:00:00.000000,52,comp2,0,2015-03-20T06:00:00.000000,15,model3,14
2015-03-20T06:00:00.000000,52,comp2,0,2015-04-04T06:00:00.000000,15,model3,14
2015-03-20T06:00:00.000000,52,comp1,0,2015-04-19T06:00:00.000000,30,model3,14
2015-04-04T06:00:00.000000,52,comp2,0,2015-05-04T06:00:00.000000,30,model3,14
2015-04-04T06:00:00.000000,52,comp3,0,2015-04-19T06:00:00.000000,15,model3,14
2015-04-19T06:00:00.000000,52,comp3,0,2015-07-03T06:00:00.000000,75,model3,14
2015-04-19T06:00:00.000000,52,comp1,0,2015-05-19T06:00:00.000000,30,model3,14
2015-05-04T06:00:00.000000,52,comp2,0,2015-06-03T06:00:00.000000,30,model3,14
2015-05-19T06:00:00.000000,52,comp1,0,2015-08-02T06:00:00.000000,75,model3,14
2015-06-03T06:00:00.000000,52,comp2,0,2015-06-18T06:00:00.000000,15,model3,14
2015-06-18T06:00:00.000000,52,comp2,0,2015-07-03T06:00:00.000000,15,model3,14
2015-07-03T06:00:00.000000,52,comp3,0,2015-08-17T06:00:00.000000,45,model3,14
2015-07-03T06:00:00.000000,52,comp2,1,2015-08-02T06:00:00.000000,30,model3,14
2015-07-18T06:00:00.000000,52,comp4,1,2015-10-31T06:00:00.000000,105,model3,14
2015-08-02T06:00:00.000000,52,comp2,0,2015-12-15T06:00:00.000000,135,model3,14
2015-08-02T06:00:00.000000,52,comp1,0,2015-09-01T06:00:00.000000,30,model3,14
2015-08-17T06:00:00.000000,52,comp3,0,2015-09-16T06:00:00.000000,30,model3,14
2015-09-01T06:00:00.000000,52,comp1,1,2015-10-31T06:00:00.000000,60,model3,14
2015-09-16T06:00:00.000000,52,comp3,0,2015-10-01T06:00:00.000000,15,model3,14
2015-10-01T06:00:00.000000,52,comp3,0,2015-10-16T06:00:00.000000,15,model3,14
2015-10-16T06:00:00.000000,52,comp3,0,2015-11-30T06:00:00.000000,45,model3,14
2015-10-31T06:00:00.000000,52,comp4,1,2015-12-30T06:00:00.000000,60,model3,14
2015-10-31T06:00:00.000000,52,comp1,0,2015-11-15T06:00:00.000000,15,model3,14
2015-11-15T06:00:00.000000,52,comp1,0,2015-12-15T06:00:00.000000,30,model3,14
2014-10-14T06:00:00.000000,53,comp3,0,2015-04-13T06:00:00.000000,181,model3,5
2014-10-29T06:00:00.000000,53,comp2,0,2015-02-27T06:00:00.000000,121,model3,5
2014-11-28T06:00:00.000000,53,comp1,1,2015-03-29T06:00:00.000000,121,model3,5
2014-12-13T06:00:00.000000,53,comp4,0,2015-01-28T06:00:00.000000,46,model3,5
2015-01-28T06:00:00.000000,53,comp4,0,2015-02-12T06:00:00.000000,15,model3,5
2015-02-12T06:00:00.000000,53,comp4,0,2015-03-14T06:00:00.000000,30,model3,5
2015-02-27T06:00:00.000000,53,comp2,1,2015-05-13T06:00:00.000000,75,model3,5
2015-03-14T06:00:00.000000,53,comp4,0,2015-04-13T06:00:00.000000,30,model3,5
2015-03-29T06:00:00.000000,53,comp1,1,2015-07-12T06:00:00.000000,105,model3,5
2015-04-13T06:00:00.000000,53,comp3,0,2015-05-13T06:00:00.000000,30,model3,5
2015-04-13T06:00:00.000000,53,comp4,0,2015-07-27T06:00:00.000000,105,model3,5
2015-05-13T06:00:00.000000,53,comp2,0,2015-06-27T06:00:00.000000,45,model3,5
2015-05-13T06:00:00.000000,53,comp3,0,2015-05-28T06:00:00.000000,15,model3,5
2015-05-28T06:00:00.000000,53,comp3,0,2015-06-12T06:00:00.000000,15,model3,5
2015-06-12T06:00:00.000000,53,comp3,0,2015-08-26T06:00:00.000000,75,model3,5
2015-06-27T06:00:00.000000,53,comp2,1,2015-11-09T06:00:00.000000,135,model3,5
2015-07-12T06:00:00.000000,53,comp1,0,2015-08-11T06:00:00.000000,30,model3,5
2015-08-11T06:00:00.000000,53,comp1,1,2015-10-10T06:00:00.000000,60,model3,5
2015-10-10T06:00:00.000000,53,comp1,0,2015-10-25T06:00:00.000000,15,model3,5
2015-10-25T06:00:00.000000,53,comp1,0,2015-12-24T06:00:00.000000,60,model3,5
2015-11-09T06:00:00.000000,53,comp2,1,2015-12-09T06:00:00.000000,30,model3,5
2014-06-01T06:00:00.000000,54,comp3,1,2015-01-15T06:00:00.000000,228,model2,10
2014-07-01T06:00:00.000000,54,comp2,0,2015-03-31T06:00:00.000000,273,model2,10
2014-09-29T06:00:00.000000,54,comp4,0,2015-03-01T06:00:00.000000,153,model2,10
2014-12-28T06:00:00.000000,54,comp1,0,2015-05-15T06:00:00.000000,138,model2,10
2015-01-15T06:00:00.000000,54,comp3,0,2015-02-14T06:00:00.000000,30,model2,10
2015-02-14T06:00:00.000000,54,comp3,1,2015-03-31T06:00:00.000000,45,model2,10
2015-03-01T06:00:00.000000,54,comp4,0,2015-03-16T06:00:00.000000,15,model2,10
2015-03-16T06:00:00.000000,54,comp4,0,2015-06-14T06:00:00.000000,90,model2,10
2015-03-31T06:00:00.000000,54,comp3,0,2015-04-15T06:00:00.000000,15,model2,10
2015-03-31T06:00:00.000000,54,comp2,1,2015-04-30T06:00:00.000000,30,model2,10
2015-04-15T06:00:00.000000,54,comp3,1,2015-06-29T06:00:00.000000,75,model2,10
2015-04-30T06:00:00.000000,54,comp2,0,2015-06-14T06:00:00.000000,45,model2,10
2015-05-15T06:00:00.000000,54,comp1,0,2015-05-30T06:00:00.000000,15,model2,10
2015-05-30T06:00:00.000000,54,comp1,0,2015-10-27T06:00:00.000000,150,model2,10
2015-06-14T06:00:00.000000,54,comp2,0,2015-07-14T06:00:00.000000,30,model2,10
2015-06-14T06:00:00.000000,54,comp4,0,2015-08-13T06:00:00.000000,60,model2,10
2015-06-29T06:00:00.000000,54,comp3,0,2015-07-14T06:00:00.000000,15,model2,10
2015-07-14T06:00:00.000000,54,comp2,0,2015-07-29T06:00:00.000000,15,model2,10
2015-07-14T06:00:00.000000,54,comp3,0,2015-07-29T06:00:00.000000,15,model2,10
2015-07-29T06:00:00.000000,54,comp2,0,2015-08-28T06:00:00.000000,30,model2,10
2015-07-29T06:00:00.000000,54,comp3,0,2015-08-13T06:00:00.000000,15,model2,10
2015-08-13T06:00:00.000000,54,comp4,0,2015-09-27T06:00:00.000000,45,model2,10
2015-08-13T06:00:00.000000,54,comp3,0,2015-09-12T06:00:00.000000,30,model2,10
2015-08-28T06:00:00.000000,54,comp2,0,2015-09-27T06:00:00.000000,30,model2,10
2015-09-27T06:00:00.000000,54,comp4,0,2015-10-12T06:00:00.000000,15,model2,10
2015-09-27T06:00:00.000000,54,comp2,0,2015-10-27T06:00:00.000000,30,model2,10
2015-10-12T06:00:00.000000,54,comp4,0,2015-12-11T06:00:00.000000,60,model2,10
2015-10-27T06:00:00.000000,54,comp1,0,2015-11-11T06:00:00.000000,15,model2,10
2015-10-27T06:00:00.000000,54,comp2,0,2015-11-11T06:00:00.000000,15,model2,10
2015-11-11T06:00:00.000000,54,comp1,0,2015-11-26T06:00:00.000000,15,model2,10
2015-11-11T06:00:00.000000,54,comp2,1,2015-12-26T06:00:00.000000,45,model2,10
2014-06-16T06:00:00.000000,55,comp1,0,2015-02-05T06:00:00.000000,234,model3,17
2014-06-16T06:00:00.000000,55,comp4,1,2015-03-07T06:00:00.000000,264,model3,17
2014-10-14T06:00:00.000000,55,comp3,0,2015-01-06T06:00:00.000000,84,model3,17
2014-12-28T06:00:00.000000,55,comp2,0,2015-01-21T06:00:00.000000,24,model3,17
2015-01-06T06:00:00.000000,55,comp3,0,2015-01-21T06:00:00.000000,15,model3,17
2015-01-21T06:00:00.000000,55,comp2,1,2015-04-21T06:00:00.000000,90,model3,17
2015-01-21T06:00:00.000000,55,comp3,0,2015-02-20T06:00:00.000000,30,model3,17
2015-02-05T06:00:00.000000,55,comp1,1,2015-06-20T06:00:00.000000,135,model3,17
2015-02-20T06:00:00.000000,55,comp3,0,2015-03-22T06:00:00.000000,30,model3,17
2015-03-07T06:00:00.000000,55,comp4,0,2015-04-06T06:00:00.000000,30,model3,17
2015-03-22T06:00:00.000000,55,comp3,0,2015-05-21T06:00:00.000000,60,model3,17
2015-04-06T06:00:00.000000,55,comp4,1,2015-06-05T06:00:00.000000,60,model3,17
2015-04-21T06:00:00.000000,55,comp2,0,2015-05-06T06:00:00.000000,15,model3,17
2015-05-06T06:00:00.000000,55,comp2,1,2015-09-03T06:00:00.000000,120,model3,17
2015-05-21T06:00:00.000000,55,comp3,0,2015-07-05T06:00:00.000000,45,model3,17
2015-06-05T06:00:00.000000,55,comp4,1,2015-08-19T06:00:00.000000,75,model3,17
2015-06-20T06:00:00.000000,55,comp1,1,2015-08-04T06:00:00.000000,45,model3,17
2015-07-05T06:00:00.000000,55,comp3,0,2015-07-20T06:00:00.000000,15,model3,17
2015-07-20T06:00:00.000000,55,comp3,0,2015-09-18T06:00:00.000000,60,model3,17
2015-08-04T06:00:00.000000,55,comp1,1,2015-12-02T06:00:00.000000,120,model3,17
2015-09-03T06:00:00.000000,55,comp2,0,2015-10-18T06:00:00.000000,45,model3,17
2015-09-18T06:00:00.000000,55,comp3,0,2015-10-18T06:00:00.000000,30,model3,17
2015-10-18T06:00:00.000000,55,comp3,0,2016-01-01T06:00:00.000000,75,model3,17
2015-10-18T06:00:00.000000,55,comp2,0,2015-11-17T06:00:00.000000,30,model3,17
2015-11-17T06:00:00.000000,55,comp2,0,2015-12-02T06:00:00.000000,15,model3,17
2015-12-02T06:00:00.000000,55,comp1,0,2015-12-17T06:00:00.000000,15,model3,17
2014-06-01T06:00:00.000000,56,comp4,0,2015-02-13T06:00:00.000000,257,model1,10
2014-07-31T06:00:00.000000,56,comp2,1,2015-04-29T06:00:00.000000,272,model1,10
2014-10-14T06:00:00.000000,56,comp1,1,2015-04-14T06:00:00.000000,182,model1,10
2014-12-13T06:00:00.000000,56,comp3,1,2015-01-14T06:00:00.000000,32,model1,10
2015-01-14T06:00:00.000000,56,comp3,1,2015-03-15T06:00:00.000000,60,model1,10
2015-02-13T06:00:00.000000,56,comp4,0,2015-04-14T06:00:00.000000,60,model1,10
2015-03-15T06:00:00.000000,56,comp3,0,2015-03-30T06:00:00.000000,15,model1,10
2015-03-30T06:00:00.000000,56,comp3,1,2015-06-13T06:00:00.000000,75,model1,10
2015-04-14T06:00:00.000000,56,comp4,0,2015-04-29T06:00:00.000000,15,model1,10
2015-04-14T06:00:00.000000,56,comp1,0,2015-05-29T06:00:00.000000,45,model1,10
2015-04-29T06:00:00.000000,56,comp2,0,2015-05-14T06:00:00.000000,15,model1,10
2015-04-29T06:00:00.000000,56,comp4,0,2015-05-29T06:00:00.000000,30,model1,10
2015-05-14T06:00:00.000000,56,comp2,1,2015-09-26T06:00:00.000000,135,model1,10
2015-05-29T06:00:00.000000,56,comp1,0,2015-09-11T06:00:00.000000,105,model1,10
2015-05-29T06:00:00.000000,56,comp4,0,2015-06-13T06:00:00.000000,15,model1,10
2015-06-13T06:00:00.000000,56,comp4,0,2015-07-13T06:00:00.000000,30,model1,10
2015-06-13T06:00:00.000000,56,comp3,0,2015-06-28T06:00:00.000000,15,model1,10
2015-06-28T06:00:00.000000,56,comp3,0,2015-07-13T06:00:00.000000,15,model1,10
2015-07-13T06:00:00.000000,56,comp4,0,2015-08-27T06:00:00.000000,45,model1,10
2015-07-13T06:00:00.000000,56,comp3,1,2015-09-26T06:00:00.000000,75,model1,10
2015-08-27T06:00:00.000000,56,comp4,0,2015-10-11T06:00:00.000000,45,model1,10
2015-09-11T06:00:00.000000,56,comp1,1,2015-11-10T06:00:00.000000,60,model1,10
2015-09-26T06:00:00.000000,56,comp2,1,2015-11-25T06:00:00.000000,60,model1,10
2015-09-26T06:00:00.000000,56,comp3,0,2015-10-26T06:00:00.000000,30,model1,10
2015-11-10T06:00:00.000000,56,comp1,1,2015-12-25T06:00:00.000000,45,model1,10
2015-11-25T06:00:00.000000,56,comp2,0,2015-12-10T06:00:00.000000,15,model1,10
2014-06-16T06:00:00.000000,57,comp2,0,2015-03-09T06:00:00.000000,266,model4,10
2014-08-15T06:00:00.000000,57,comp3,0,2015-05-23T06:00:00.000000,281,model4,10
2014-08-15T06:00:00.000000,57,comp4,0,2015-01-23T06:00:00.000000,161,model4,10
2014-11-28T06:00:00.000000,57,comp1,1,2015-02-07T06:00:00.000000,71,model4,10
2015-01-23T06:00:00.000000,57,comp4,0,2015-02-07T06:00:00.000000,15,model4,10
2015-02-07T06:00:00.000000,57,comp1,0,2015-02-22T06:00:00.000000,15,model4,10
2015-02-07T06:00:00.000000,57,comp4,0,2015-03-09T06:00:00.000000,30,model4,10
2015-02-22T06:00:00.000000,57,comp1,0,2015-03-24T06:00:00.000000,30,model4,10
2015-03-09T06:00:00.000000,57,comp4,0,2015-03-24T06:00:00.000000,15,model4,10
2015-03-09T06:00:00.000000,57,comp2,0,2015-04-23T06:00:00.000000,45,model4,10
2015-03-24T06:00:00.000000,57,comp4,0,2015-04-08T06:00:00.000000,15,model4,10
2015-03-24T06:00:00.000000,57,comp1,0,2015-04-08T06:00:00.000000,15,model4,10
2015-04-08T06:00:00.000000,57,comp1,0,2015-05-08T06:00:00.000000,30,model4,10
2015-04-08T06:00:00.000000,57,comp4,0,2015-07-22T06:00:00.000000,105,model4,10
2015-04-23T06:00:00.000000,57,comp2,0,2015-06-07T06:00:00.000000,45,model4,10
2015-05-08T06:00:00.000000,57,comp1,0,2015-05-23T06:00:00.000000,15,model4,10
2015-05-23T06:00:00.000000,57,comp3,0,2015-07-22T06:00:00.000000,60,model4,10
2015-05-23T06:00:00.000000,57,comp1,0,2015-08-06T06:00:00.000000,75,model4,10
2015-06-07T06:00:00.000000,57,comp2,0,2015-06-22T06:00:00.000000,15,model4,10
2015-06-22T06:00:00.000000,57,comp2,0,2015-07-07T06:00:00.000000,15,model4,10
2015-07-22T06:00:00.000000,57,comp3,0,2015-08-06T06:00:00.000000,15,model4,10
2015-07-22T06:00:00.000000,57,comp4,0,2015-08-21T06:00:00.000000,30,model4,10
2015-08-06T06:00:00.000000,57,comp1,0,2015-09-05T06:00:00.000000,30,model4,10
2015-08-06T06:00:00.000000,57,comp3,0,2015-10-05T06:00:00.000000,60,model4,10
2015-08-21T06:00:00.000000,57,comp4,0,2015-10-20T06:00:00.000000,60,model4,10
2015-09-05T06:00:00.000000,57,comp1,0,2015-09-20T06:00:00.000000,15,model4,10
2015-09-20T06:00:00.000000,57,comp1,1,2015-11-04T06:00:00.000000,45,model4,10
2015-10-05T06:00:00.000000,57,comp3,0,2015-12-19T06:00:00.000000,75,model4,10
2015-10-20T06:00:00.000000,57,comp4,0,2015-11-19T06:00:00.000000,30,model4,10
2015-11-04T06:00:00.000000,57,comp1,0,2015-12-04T06:00:00.000000,30,model4,10
2014-07-01T06:00:00.000000,58,comp4,0,2015-03-02T06:00:00.000000,244,model1,5
2014-08-15T06:00:00.000000,58,comp3,1,2015-01-31T06:00:00.000000,169,model1,5
2014-08-30T06:00:00.000000,58,comp2,0,2015-01-31T06:00:00.000000,154,model1,5
2014-10-29T06:00:00.000000,58,comp1,1,2015-05-16T06:00:00.000000,199,model1,5
2015-01-31T06:00:00.000000,58,comp2,0,2015-02-15T06:00:00.000000,15,model1,5
2015-01-31T06:00:00.000000,58,comp3,1,2015-05-01T06:00:00.000000,90,model1,5
2015-02-15T06:00:00.000000,58,comp2,0,2015-03-02T06:00:00.000000,15,model1,5
2015-03-02T06:00:00.000000,58,comp2,0,2015-03-17T06:00:00.000000,15,model1,5
2015-03-02T06:00:00.000000,58,comp4,0,2015-05-31T06:00:00.000000,90,model1,5
2015-03-17T06:00:00.000000,58,comp2,0,2015-04-01T06:00:00.000000,15,model1,5
2015-04-01T06:00:00.000000,58,comp2,1,2015-05-31T06:00:00.000000,60,model1,5
2015-05-01T06:00:00.000000,58,comp3,1,2015-07-30T06:00:00.000000,90,model1,5
2015-05-16T06:00:00.000000,58,comp1,0,2015-08-29T06:00:00.000000,105,model1,5
2015-05-31T06:00:00.000000,58,comp2,0,2015-06-30T06:00:00.000000,30,model1,5
2015-05-31T06:00:00.000000,58,comp4,0,2015-06-15T06:00:00.000000,15,model1,5
2015-06-15T06:00:00.000000,58,comp4,0,2015-06-30T06:00:00.000000,15,model1,5
2015-06-30T06:00:00.000000,58,comp4,0,2015-09-13T06:00:00.000000,75,model1,5
2015-06-30T06:00:00.000000,58,comp2,0,2015-07-15T06:00:00.000000,15,model1,5
2015-07-15T06:00:00.000000,58,comp2,0,2015-07-30T06:00:00.000000,15,model1,5
2015-07-30T06:00:00.000000,58,comp3,1,2015-09-28T06:00:00.000000,60,model1,5
2015-07-30T06:00:00.000000,58,comp2,1,2015-12-12T06:00:00.000000,135,model1,5
2015-08-29T06:00:00.000000,58,comp1,0,2015-10-13T06:00:00.000000,45,model1,5
2015-09-13T06:00:00.000000,58,comp4,0,2015-09-28T06:00:00.000000,15,model1,5
2015-09-28T06:00:00.000000,58,comp4,0,2015-10-28T06:00:00.000000,30,model1,5
2015-09-28T06:00:00.000000,58,comp3,0,2015-10-28T06:00:00.000000,30,model1,5
2015-10-28T06:00:00.000000,58,comp3,0,2015-11-27T06:00:00.000000,30,model1,5
2015-10-28T06:00:00.000000,58,comp4,0,2015-11-27T06:00:00.000000,30,model1,5
2014-07-16T06:00:00.000000,59,comp2,0,2015-06-19T06:00:00.000000,338,model3,17
2014-08-15T06:00:00.000000,59,comp3,0,2015-01-05T06:00:00.000000,143,model3,17
2014-10-29T06:00:00.000000,59,comp4,1,2015-02-04T06:00:00.000000,98,model3,17
2014-12-28T06:00:00.000000,59,comp1,0,2015-01-20T06:00:00.000000,23,model3,17
2015-01-05T06:00:00.000000,59,comp3,0,2015-01-20T06:00:00.000000,15,model3,17
2015-01-20T06:00:00.000000,59,comp1,0,2015-02-04T06:00:00.000000,15,model3,17
2015-01-20T06:00:00.000000,59,comp3,0,2015-04-20T06:00:00.000000,90,model3,17
2015-02-04T06:00:00.000000,59,comp4,0,2015-02-19T06:00:00.000000,15,model3,17
2015-02-04T06:00:00.000000,59,comp1,0,2015-03-21T06:00:00.000000,45,model3,17
2015-02-19T06:00:00.000000,59,comp4,1,2015-04-05T06:00:00.000000,45,model3,17
2015-03-21T06:00:00.000000,59,comp1,0,2015-06-04T06:00:00.000000,75,model3,17
2015-04-05T06:00:00.000000,59,comp4,1,2015-05-20T06:00:00.000000,45,model3,17
2015-04-20T06:00:00.000000,59,comp3,0,2015-05-05T06:00:00.000000,15,model3,17
2015-05-05T06:00:00.000000,59,comp3,0,2015-10-02T06:00:00.000000,150,model3,17
2015-05-20T06:00:00.000000,59,comp4,0,2015-06-19T06:00:00.000000,30,model3,17
2015-06-04T06:00:00.000000,59,comp1,1,2015-07-19T06:00:00.000000,45,model3,17
2015-06-19T06:00:00.000000,59,comp2,0,2015-07-04T06:00:00.000000,15,model3,17
2015-06-19T06:00:00.000000,59,comp4,1,2015-08-18T06:00:00.000000,60,model3,17
2015-07-04T06:00:00.000000,59,comp2,1,2015-08-03T06:00:00.000000,30,model3,17
2015-07-19T06:00:00.000000,59,comp1,0,2015-10-17T06:00:00.000000,90,model3,17
2015-08-03T06:00:00.000000,59,comp2,0,2015-09-17T06:00:00.000000,45,model3,17
2015-08-18T06:00:00.000000,59,comp4,0,2015-09-02T06:00:00.000000,15,model3,17
2015-09-02T06:00:00.000000,59,comp4,0,2015-10-02T06:00:00.000000,30,model3,17
2015-09-17T06:00:00.000000,59,comp2,1,2015-10-17T06:00:00.000000,30,model3,17
2015-10-02T06:00:00.000000,59,comp3,0,2015-12-16T06:00:00.000000,75,model3,17
2015-10-17T06:00:00.000000,59,comp2,0,2015-11-01T06:00:00.000000,15,model3,17
2015-10-17T06:00:00.000000,59,comp1,0,2015-11-01T06:00:00.000000,15,model3,17
2015-11-01T06:00:00.000000,59,comp1,0,2015-12-01T06:00:00.000000,30,model3,17
2015-12-01T06:00:00.000000,59,comp1,0,2015-12-16T06:00:00.000000,15,model3,17
2015-12-16T06:00:00.000000,59,comp1,0,2015-12-31T06:00:00.000000,15,model3,17
2014-06-01T06:00:00.000000,60,comp1,0,2015-03-01T06:00:00.000000,273,model4,3
2014-07-16T06:00:00.000000,60,comp2,1,2015-01-30T06:00:00.000000,198,model4,3
2014-09-14T06:00:00.000000,60,comp3,0,2015-01-15T06:00:00.000000,123,model4,3
2014-09-29T06:00:00.000000,60,comp4,0,2015-01-15T06:00:00.000000,108,model4,3
2015-01-15T06:00:00.000000,60,comp3,0,2015-01-30T06:00:00.000000,15,model4,3
2015-01-15T06:00:00.000000,60,comp4,0,2015-02-14T06:00:00.000000,30,model4,3
2015-01-30T06:00:00.000000,60,comp3,0,2015-03-16T06:00:00.000000,45,model4,3
2015-01-30T06:00:00.000000,60,comp2,1,2015-04-15T06:00:00.000000,75,model4,3
2015-02-14T06:00:00.000000,60,comp4,0,2015-08-13T06:00:00.000000,180,model4,3
2015-03-01T06:00:00.000000,60,comp1,0,2015-03-16T06:00:00.000000,15,model4,3
2015-03-16T06:00:00.000000,60,comp3,0,2015-04-15T06:00:00.000000,30,model4,3
2015-03-16T06:00:00.000000,60,comp1,0,2015-05-30T06:00:00.000000,75,model4,3
2015-04-15T06:00:00.000000,60,comp3,0,2015-06-14T06:00:00.000000,60,model4,3
2015-04-15T06:00:00.000000,60,comp2,0,2015-04-30T06:00:00.000000,15,model4,3
2015-04-30T06:00:00.000000,60,comp2,0,2015-05-15T06:00:00.000000,15,model4,3
2015-05-15T06:00:00.000000,60,comp2,1,2015-07-29T06:00:00.000000,75,model4,3
2015-05-30T06:00:00.000000,60,comp1,0,2015-06-29T06:00:00.000000,30,model4,3
2015-06-14T06:00:00.000000,60,comp3,0,2015-07-14T06:00:00.000000,30,model4,3
2015-06-29T06:00:00.000000,60,comp1,0,2015-08-28T06:00:00.000000,60,model4,3
